customer_id,product_id,location_id,sale_date,quantity,unit_price,discount_percent,tax_amount,total_amount,payment_method,order_status
17,176,11,2024-08-26,5,77.55,8.95,28.24,381.29,Debit Card,Refunded
647,11,93,2024-03-03,1,24.5,2.83,1.9,25.71,Cash,Pending
108,174,24,2024-02-03,7,448.74,2.24,245.67,3316.48,Cash,Pending
489,121,46,2024-04-20,10,243.0,18.26,158.9,2145.18,Bank Transfer,Pending
868,137,42,2026-01-07,8,473.39,17.08,251.22,3391.5,Debit Card,Refunded
562,6,51,2024-11-30,4,210.93,16.53,56.34,760.59,Bank Transfer,Refunded
675,35,79,2025-05-07,10,262.49,11.2,186.47,2517.38,Debit Card,Completed
820,7,83,2024-10-01,3,199.73,9.31,43.47,586.88,Bank Transfer,Cancelled
288,174,13,2024-12-03,10,434.66,2.85,337.82,4560.54,Cash,Cancelled
830,24,48,2025-11-19,6,337.86,11.8,143.04,1930.99,Cash,Refunded
947,162,19,2025-11-01,7,203.45,0.82,113.0,1525.47,Credit Card,Pending
221,19,79,2024-12-17,5,458.73,11.32,162.72,2196.73,Debit Card,Pending
69,182,96,2025-09-12,5,488.65,14.06,167.98,2267.71,Cash,Pending
676,105,44,2025-03-09,6,354.17,7.43,157.37,2124.5,Cash,Refunded
70,195,98,2024-06-19,1,90.8,17.19,6.02,81.21,Cash,Refunded
806,138,24,2024-12-09,2,429.71,5.01,65.31,881.67,Credit Card,Refunded
2,91,29,2025-04-12,7,84.69,8.75,43.28,584.23,Bank Transfer,Cancelled
446,182,28,2024-09-11,8,13.35,16.93,7.1,95.82,Debit Card,Cancelled
440,194,9,2024-04-03,9,209.41,11.51,133.42,1801.18,Bank Transfer,Completed
623,162,24,2025-09-08,9,348.86,8.19,230.61,3113.2,PayPal,Pending
424,29,64,2024-12-09,6,157.56,10.29,67.85,915.93,Bank Transfer,Completed
225,118,90,2024-07-04,6,12.25,16.89,4.89,65.97,Cash,Refunded
292,29,44,2024-11-04,2,228.66,17.7,30.11,406.48,Bank Transfer,Pending
869,184,77,2025-02-14,1,23.72,19.68,1.52,20.58,Debit Card,Pending
930,186,37,2025-08-07,8,477.6,10.58,273.32,3689.88,Cash,Refunded
115,43,30,2025-08-12,3,265.6,3.5,61.51,830.42,Debit Card,Refunded
852,50,34,2024-07-04,4,497.93,13.66,137.57,1857.22,Debit Card,Refunded
541,121,30,2026-02-06,7,391.95,9.03,199.67,2695.57,Cash,Pending
380,141,2,2024-01-27,10,389.7,13.66,269.17,3633.84,Cash,Completed
262,28,91,2024-10-25,3,423.66,4.12,97.49,1316.1,PayPal,Cancelled
493,178,62,2024-10-04,3,413.2,1.38,97.8,1320.29,PayPal,Completed
459,152,16,2024-12-26,5,421.21,12.8,146.92,1983.39,Debit Card,Refunded
958,93,79,2024-01-02,2,249.7,7.17,37.09,500.68,Credit Card,Completed
124,55,6,2024-09-24,8,95.52,0.33,60.93,822.57,PayPal,Cancelled
61,111,47,2025-12-24,9,429.63,4.02,296.9,4008.13,Bank Transfer,Refunded
190,174,35,2024-07-04,9,95.37,9.9,61.87,835.22,PayPal,Refunded
860,10,53,2024-07-15,9,456.35,4.12,315.03,4252.97,Credit Card,Cancelled
451,88,67,2026-01-28,9,144.71,7.33,96.55,1303.48,Cash,Completed
925,151,5,2025-04-24,9,282.78,18.92,165.08,2228.58,Bank Transfer,Completed
181,49,18,2024-01-17,3,46.78,14.64,9.58,129.38,Cash,Pending
899,168,33,2024-10-28,8,51.62,6.61,30.85,416.52,Credit Card,Cancelled
833,111,54,2024-10-24,5,197.69,17.57,65.18,879.96,PayPal,Cancelled
125,6,63,2024-11-20,8,40.71,3.7,25.09,338.72,Credit Card,Refunded
160,163,16,2025-05-13,3,58.01,0.79,13.81,186.47,Bank Transfer,Refunded
55,41,98,2024-05-09,10,422.68,11.2,300.27,4053.67,Cash,Refunded
593,28,3,2024-02-17,6,282.58,12.5,118.68,1602.23,Debit Card,Cancelled
4,195,20,2026-01-15,3,183.94,2.46,43.06,581.3,Cash,Completed
628,22,61,2025-10-16,5,23.19,4.28,8.88,119.87,Bank Transfer,Refunded
950,54,40,2024-03-29,5,33.24,1.62,13.08,176.59,Cash,Pending
427,91,54,2024-09-27,7,87.14,16.51,40.74,550.01,Credit Card,Refunded
809,119,16,2025-07-22,3,363.59,15.99,73.31,989.66,Cash,Cancelled
274,58,31,2025-03-13,4,45.48,14.81,12.4,167.38,PayPal,Refunded
773,50,93,2025-05-31,9,95.11,7.53,63.32,854.86,Bank Transfer,Cancelled
133,134,37,2025-03-27,7,164.98,13.77,79.67,1075.5,Cash,Cancelled
758,24,85,2024-09-01,6,241.2,3.75,111.43,1504.36,Bank Transfer,Completed
812,150,81,2025-12-01,2,79.57,11.59,11.26,151.95,PayPal,Pending
755,184,57,2026-01-17,4,451.98,5.91,136.09,1837.16,Bank Transfer,Pending
220,179,53,2025-10-26,5,107.18,17.71,35.28,476.27,PayPal,Refunded
558,126,91,2024-01-17,5,471.02,19.27,152.1,2053.37,Credit Card,Completed
364,64,37,2025-12-01,5,107.43,19.64,34.53,466.19,Bank Transfer,Refunded
257,130,29,2025-11-15,2,427.63,5.72,64.51,870.85,PayPal,Cancelled
192,23,13,2024-11-13,4,225.0,19.19,58.18,785.47,Cash,Refunded
800,64,50,2025-08-27,2,58.0,10.62,8.29,111.98,Credit Card,Refunded
861,184,55,2024-03-18,8,480.71,10.36,275.78,3723.05,PayPal,Completed
820,99,57,2024-09-28,6,327.68,15.42,133.03,1795.94,Cash,Refunded
843,40,65,2025-10-16,1,322.42,1.18,25.49,344.1,PayPal,Pending
195,115,30,2024-11-22,7,241.73,3.95,130.02,1755.29,Cash,Completed
259,148,53,2025-03-28,2,479.71,14.24,65.82,888.62,PayPal,Pending
499,36,43,2024-12-13,2,312.59,19.26,40.38,545.15,Bank Transfer,Pending
721,105,31,2025-02-03,7,95.68,18.06,43.9,592.71,Bank Transfer,Completed
797,48,84,2025-01-08,9,152.28,5.42,103.7,1399.94,Cash,Completed
855,67,50,2025-02-11,8,244.47,5.23,148.28,2001.75,Credit Card,Pending
517,146,43,2025-06-11,7,72.48,5.36,38.41,518.58,Cash,Cancelled
605,60,65,2024-04-23,7,82.15,6.98,42.79,577.7,PayPal,Refunded
453,176,40,2024-07-20,8,220.73,11.23,125.4,1692.94,Bank Transfer,Pending
280,163,72,2025-01-06,8,380.39,1.94,238.73,3222.81,Bank Transfer,Refunded
621,6,87,2025-04-09,5,48.53,5.92,18.26,246.55,Bank Transfer,Refunded
618,128,1,2025-01-24,8,143.27,15.6,77.39,1044.75,Debit Card,Refunded
941,28,7,2024-09-28,9,382.74,5.0,261.79,3534.22,Credit Card,Cancelled
725,92,25,2025-09-03,6,448.79,14.63,183.9,2482.7,Credit Card,Completed
689,79,69,2025-05-16,2,421.36,3.88,64.8,874.82,Credit Card,Completed
724,168,97,2025-11-26,5,110.46,2.82,42.94,579.66,Debit Card,Pending
880,21,74,2025-08-06,5,334.9,7.49,123.93,1673.01,Debit Card,Cancelled
694,188,93,2024-07-26,8,323.73,17.3,171.34,2313.14,PayPal,Pending
924,104,68,2024-07-27,2,381.76,3.81,58.75,793.18,PayPal,Completed
394,125,37,2025-04-18,7,226.3,14.56,108.28,1461.73,Bank Transfer,Refunded
826,127,22,2024-03-31,6,155.36,15.27,63.19,853.0,Credit Card,Pending
502,77,47,2025-10-03,7,85.22,7.39,44.2,596.65,Credit Card,Pending
296,64,83,2025-08-17,4,109.66,10.15,31.53,425.65,Credit Card,Refunded
696,143,19,2025-08-24,2,119.56,10.92,17.04,230.05,Debit Card,Completed
979,64,23,2025-12-19,8,21.06,1.4,13.29,179.41,Debit Card,Cancelled
524,10,63,2025-01-24,6,476.62,13.24,198.49,2679.58,PayPal,Pending
318,99,58,2024-03-09,4,56.56,2.08,17.72,239.26,Debit Card,Refunded
638,102,46,2025-03-04,1,328.08,18.39,21.42,289.17,Credit Card,Completed
161,132,65,2025-10-10,3,317.51,19.26,61.53,830.6,Debit Card,Pending
804,62,42,2024-08-21,8,35.38,19.9,18.14,244.85,Bank Transfer,Pending
712,181,65,2025-09-13,9,250.82,14.41,154.57,2086.66,Credit Card,Refunded
490,61,77,2025-06-12,1,370.13,9.25,26.87,362.76,Debit Card,Refunded
167,90,48,2026-01-09,5,96.04,0.62,38.18,515.4,Credit Card,Refunded
539,8,96,2024-10-25,1,157.53,16.61,10.51,141.87,PayPal,Completed
660,71,53,2024-07-27,1,106.5,19.75,6.84,92.3,Debit Card,Pending
963,137,85,2024-05-15,5,253.94,4.01,97.5,1316.29,Credit Card,Cancelled
32,45,88,2025-09-22,10,423.68,4.06,325.18,4389.97,Cash,Pending
514,76,76,2025-10-21,10,456.5,11.62,322.76,4357.31,Bank Transfer,Cancelled
501,29,43,2026-01-21,3,496.02,0.62,118.31,1597.14,PayPal,Completed
514,159,63,2025-07-31,7,379.29,1.96,208.24,2811.23,Credit Card,Pending
150,91,78,2025-01-05,2,346.31,1.75,54.44,734.94,Bank Transfer,Refunded
767,35,43,2025-12-13,9,63.62,16.88,38.07,514.0,Debit Card,Pending
595,172,90,2024-01-22,10,297.4,13.5,205.8,2778.31,Credit Card,Cancelled
519,183,14,2025-11-11,6,242.95,8.77,106.39,1436.25,Bank Transfer,Pending
161,116,22,2025-04-23,6,104.83,7.45,46.57,628.69,Cash,Completed
374,174,85,2025-05-11,1,286.33,11.17,20.35,274.69,Credit Card,Refunded
976,73,93,2024-10-08,4,26.85,19.92,6.88,92.89,Bank Transfer,Cancelled
682,185,93,2025-04-05,5,474.38,10.92,169.03,2281.92,Cash,Cancelled
841,185,70,2025-09-06,4,174.02,12.91,48.5,654.71,Cash,Completed
414,125,95,2024-04-22,6,30.81,19.27,11.94,161.18,Debit Card,Refunded
157,195,87,2024-12-15,9,326.38,5.92,221.08,2984.61,PayPal,Completed
253,98,47,2025-04-03,1,281.62,8.94,20.52,276.96,Credit Card,Pending
705,114,93,2024-07-10,4,279.76,6.18,83.99,1133.87,Cash,Cancelled
554,40,64,2024-03-21,3,28.96,4.35,6.65,89.75,Cash,Completed
247,16,72,2025-06-03,4,468.59,5.72,141.37,1908.52,Cash,Cancelled
600,162,44,2024-11-12,1,282.73,11.6,19.99,269.93,PayPal,Refunded
484,101,29,2025-05-13,10,383.46,13.35,265.81,3588.5,PayPal,Completed
758,168,17,2025-12-03,4,375.28,11.98,105.7,1426.99,Bank Transfer,Cancelled
120,18,15,2025-01-24,4,16.48,16.34,4.41,59.56,Cash,Pending
526,175,79,2025-10-09,4,358.73,13.28,99.55,1343.91,PayPal,Pending
666,198,80,2025-07-30,1,143.69,18.89,9.32,125.87,Debit Card,Completed
560,65,85,2025-03-18,3,433.22,5.0,98.77,1333.45,Bank Transfer,Completed
712,200,75,2024-08-22,6,152.68,11.83,64.62,872.32,PayPal,Pending
65,4,10,2025-04-21,10,146.36,11.27,103.89,1402.54,Cash,Cancelled
919,155,64,2025-12-19,9,148.31,15.19,90.56,1222.6,Bank Transfer,Cancelled
436,138,42,2025-10-27,9,280.08,12.8,175.85,2373.91,Cash,Refunded
254,7,52,2024-02-04,7,441.15,4.87,235.01,3172.67,Bank Transfer,Cancelled
990,40,92,2024-03-08,6,415.26,4.4,190.55,2572.49,Debit Card,Pending
824,149,37,2025-10-10,7,132.66,9.21,67.45,910.54,Credit Card,Cancelled
427,172,73,2024-05-14,1,470.4,9.35,34.11,460.53,Bank Transfer,Cancelled
958,150,1,2025-10-28,3,385.48,5.06,87.83,1185.76,PayPal,Completed
616,92,16,2025-06-08,3,148.97,3.71,34.43,464.76,Cash,Completed
555,44,75,2024-01-28,1,356.55,16.36,23.86,322.08,Bank Transfer,Pending
367,174,55,2024-05-06,4,484.27,13.14,134.6,1817.15,PayPal,Refunded
71,158,61,2025-12-27,9,394.78,7.67,262.44,3542.94,Cash,Refunded
182,29,47,2024-06-04,9,494.25,9.94,320.49,4326.58,Debit Card,Refunded
297,98,6,2026-01-07,5,58.03,7.82,21.4,288.86,Credit Card,Completed
151,97,36,2024-05-18,9,87.43,0.56,62.6,845.06,Debit Card,Pending
807,139,14,2024-03-03,10,290.42,11.3,206.08,2782.11,Cash,Completed
610,177,75,2025-01-12,1,18.6,3.9,1.43,19.3,PayPal,Completed
299,4,83,2024-03-14,8,87.38,17.27,46.27,624.58,Bank Transfer,Cancelled
333,161,88,2025-03-08,6,429.0,16.4,172.15,2324.01,Credit Card,Pending
293,136,29,2025-12-22,2,254.56,9.26,36.96,498.93,Bank Transfer,Completed
3,166,90,2025-10-05,10,326.13,3.86,250.83,3386.25,Debit Card,Pending
695,84,91,2025-11-28,3,483.15,8.77,105.79,1428.12,Cash,Refunded
705,2,78,2026-01-15,9,457.96,9.95,296.92,4008.46,Credit Card,Cancelled
748,131,76,2024-05-13,9,349.83,14.3,215.86,2914.1,Credit Card,Pending
80,50,7,2024-08-10,3,20.83,19.42,4.03,54.38,Bank Transfer,Cancelled
498,102,64,2025-02-25,10,200.98,13.05,139.8,1887.32,PayPal,Cancelled
301,119,38,2025-01-11,10,131.24,2.67,102.19,1379.55,Debit Card,Completed
16,107,58,2025-02-21,2,170.83,8.56,24.99,337.41,Cash,Pending
220,87,19,2024-03-19,10,59.15,12.81,41.26,556.99,Credit Card,Completed
807,131,31,2025-09-07,3,284.13,10.35,61.13,825.3,Credit Card,Cancelled
369,145,32,2026-01-11,3,84.06,3.2,19.53,263.64,PayPal,Pending
55,149,54,2025-01-24,5,183.6,17.48,60.6,818.14,Cash,Cancelled
252,195,97,2024-06-12,6,166.72,0.96,79.26,1069.97,Bank Transfer,Refunded
706,132,47,2024-06-01,10,302.72,3.53,233.63,3153.97,Bank Transfer,Pending
763,88,89,2024-04-20,3,60.55,7.45,13.45,181.57,Bank Transfer,Completed
396,134,17,2024-01-26,7,88.76,5.97,46.74,630.97,PayPal,Refunded
269,77,100,2024-11-01,4,435.08,14.98,118.37,1597.99,Debit Card,Completed
377,139,10,2024-04-10,8,471.15,10.82,268.91,3630.28,PayPal,Pending
227,167,63,2024-01-13,7,479.45,2.54,261.67,3532.58,Bank Transfer,Refunded
79,26,10,2024-08-19,10,347.51,8.43,254.57,3436.72,Cash,Completed
567,193,21,2025-12-21,10,458.53,15.0,311.8,4209.31,Cash,Completed
961,92,85,2025-06-21,6,122.32,4.8,55.9,754.59,Credit Card,Refunded
396,100,25,2024-08-14,3,106.06,4.1,24.41,329.55,Credit Card,Pending
568,108,76,2025-11-13,9,310.88,0.88,221.86,2995.16,Debit Card,Cancelled
789,118,12,2024-07-12,10,366.36,11.83,258.42,3488.61,Debit Card,Refunded
708,62,22,2024-07-16,1,271.67,13.8,18.73,252.91,Bank Transfer,Cancelled
9,5,46,2025-07-11,2,292.95,14.99,39.85,537.92,Cash,Pending
786,173,27,2024-06-29,5,367.83,16.96,122.18,1649.41,Bank Transfer,Pending
804,110,70,2025-03-01,3,163.73,15.17,33.33,450.01,Credit Card,Pending
817,91,95,2025-04-15,5,219.8,1.74,86.39,1166.27,Bank Transfer,Completed
461,57,76,2025-08-20,9,321.62,6.02,217.63,2937.95,Cash,Pending
759,3,80,2025-04-09,2,221.35,16.49,29.58,399.27,Cash,Completed
603,96,30,2025-05-14,3,214.18,6.93,47.84,645.85,Cash,Completed
212,101,59,2025-07-09,4,248.89,15.83,67.04,905.0,Credit Card,Completed
239,94,41,2024-12-27,4,135.46,9.88,39.06,527.37,Cash,Completed
752,162,18,2024-04-06,3,425.97,0.37,101.85,1375.04,PayPal,Pending
178,130,26,2024-08-01,9,151.16,17.95,89.3,1205.54,Bank Transfer,Pending
614,54,57,2024-02-12,3,388.31,8.98,84.83,1145.14,Bank Transfer,Cancelled
305,190,33,2026-01-26,7,347.49,8.11,178.81,2413.97,Credit Card,Refunded
551,132,82,2025-04-17,3,368.01,4.12,84.68,1143.23,Bank Transfer,Completed
874,130,42,2026-01-30,6,291.04,19.89,111.91,1510.83,Debit Card,Cancelled
786,167,93,2024-07-25,7,226.32,12.44,110.97,1498.13,Credit Card,Pending
334,95,66,2025-11-16,7,286.5,2.41,156.57,2113.74,Bank Transfer,Pending
839,115,83,2024-06-10,9,397.28,15.21,242.53,3274.22,Cash,Cancelled
907,2,84,2025-03-12,8,238.3,7.37,141.27,1907.17,Cash,Cancelled
943,24,29,2024-04-03,2,312.5,12.52,43.74,590.49,Credit Card,Pending
402,165,59,2025-11-06,8,304.97,4.77,185.87,2509.25,Debit Card,Completed
826,47,42,2025-09-08,5,127.45,18.07,41.77,563.87,PayPal,Cancelled
231,111,95,2024-02-19,2,25.71,0.33,4.1,55.35,Debit Card,Cancelled
660,148,97,2025-01-08,8,147.45,10.76,84.21,1136.89,Debit Card,Refunded
13,171,45,2025-11-11,4,155.58,4.18,47.7,644.01,Cash,Pending
704,77,77,2024-05-25,5,429.13,0.99,169.95,2294.36,Debit Card,Refunded
296,189,15,2026-01-06,3,47.26,14.92,9.65,130.28,Cash,Cancelled
798,122,15,2025-08-09,1,406.26,2.99,31.53,425.64,Bank Transfer,Completed
908,68,26,2025-03-01,8,147.61,9.04,85.93,1160.06,Credit Card,Completed
462,23,39,2025-12-21,4,357.36,17.66,94.16,1271.16,Cash,Refunded
988,171,76,2025-04-16,8,388.07,6.89,231.25,3121.91,Credit Card,Refunded
467,180,8,2024-12-11,8,91.58,0.21,58.49,789.59,Credit Card,Refunded
91,87,97,2024-07-06,10,66.99,13.17,46.53,628.21,Bank Transfer,Cancelled
493,84,24,2025-01-10,10,136.84,3.04,106.14,1432.94,Bank Transfer,Completed
950,81,15,2025-08-18,2,208.79,3.78,32.14,433.94,Debit Card,Cancelled
52,89,81,2024-03-19,5,315.32,18.63,102.63,1385.51,Cash,Completed
761,94,1,2024-03-26,9,241.0,13.82,149.54,2018.78,Cash,Completed
846,188,81,2025-11-17,1,138.26,15.15,9.39,126.7,Debit Card,Completed
285,187,22,2025-11-15,3,353.14,3.57,81.73,1103.33,Debit Card,Pending
103,124,31,2024-08-06,4,428.86,4.35,131.27,1772.08,Bank Transfer,Pending
429,5,74,2025-05-20,3,67.03,9.98,14.48,195.5,PayPal,Completed
215,118,9,2024-01-20,10,54.23,19.36,34.98,472.3,Bank Transfer,Pending
262,119,73,2024-11-24,1,354.3,15.59,23.93,322.99,Debit Card,Refunded
932,102,55,2024-10-20,6,104.68,5.51,47.48,640.95,Debit Card,Cancelled
698,156,53,2025-04-09,4,165.8,0.58,52.75,712.1,Bank Transfer,Cancelled
157,52,54,2024-10-05,4,158.04,10.3,45.36,612.41,Credit Card,Cancelled
222,163,84,2024-01-03,10,76.74,15.09,52.13,703.73,Cash,Pending
966,63,26,2025-01-25,8,185.32,14.54,101.36,1368.36,Credit Card,Refunded
902,182,8,2025-04-04,1,191.72,10.56,13.72,185.19,Bank Transfer,Cancelled
796,12,6,2024-01-14,5,455.49,17.65,150.04,2025.52,Debit Card,Pending
422,135,8,2025-07-13,8,381.02,8.89,222.17,2999.35,Cash,Cancelled
595,183,7,2024-08-04,9,178.36,0.57,127.69,1723.78,Credit Card,Pending
23,85,91,2025-03-15,2,78.44,17.46,10.36,139.85,Cash,Refunded
16,118,47,2025-07-06,7,386.42,12.68,188.96,2550.91,Cash,Completed
708,147,54,2025-08-21,6,406.15,7.31,180.7,2439.46,Cash,Pending
975,117,90,2025-01-01,3,397.9,12.61,83.45,1126.63,Bank Transfer,Cancelled
524,45,63,2025-11-08,8,28.49,16.24,15.27,206.18,Cash,Cancelled
754,90,34,2024-02-25,10,31.61,6.9,23.54,317.83,PayPal,Cancelled
921,83,67,2024-12-07,10,162.84,16.41,108.89,1470.07,PayPal,Completed
774,116,55,2024-06-02,2,370.85,8.15,54.5,735.75,Credit Card,Cancelled
734,125,22,2025-04-02,6,27.81,17.39,11.03,148.87,PayPal,Completed
224,160,19,2024-02-02,7,193.1,0.51,107.58,1452.39,Cash,Pending
590,189,71,2024-04-02,10,40.96,13.37,28.39,383.22,Credit Card,Completed
530,190,60,2024-11-20,2,252.3,5.71,38.06,513.85,PayPal,Refunded
632,97,39,2025-11-23,4,132.73,13.16,36.88,497.94,Bank Transfer,Completed
981,141,8,2024-01-29,5,222.92,4.61,85.06,1148.27,Credit Card,Cancelled
329,6,77,2024-12-03,5,335.08,7.98,123.34,1665.04,PayPal,Refunded
48,34,7,2026-02-04,10,161.54,17.84,106.18,1433.39,PayPal,Completed
255,67,39,2025-12-02,10,182.47,13.0,127.0,1714.49,Cash,Pending
755,10,45,2024-03-12,10,376.41,8.47,275.62,3720.9,Debit Card,Refunded
298,49,71,2025-04-11,1,257.12,2.92,19.97,269.58,Debit Card,Refunded
142,177,23,2025-05-26,7,30.95,12.0,15.25,205.9,PayPal,Cancelled
952,34,86,2024-12-13,4,264.44,8.2,77.68,1048.71,Cash,Refunded
414,59,91,2025-07-11,6,236.74,3.19,110.01,1485.14,Bank Transfer,Pending
818,28,6,2024-06-02,2,406.8,11.87,57.36,774.39,Cash,Cancelled
615,197,9,2024-05-26,2,23.31,16.85,3.1,41.87,Credit Card,Refunded
291,124,9,2024-02-27,4,217.4,14.0,59.83,807.68,Bank Transfer,Refunded
986,173,89,2024-10-20,6,160.39,4.75,73.33,989.96,Cash,Pending
984,200,70,2024-07-16,7,466.07,14.2,223.94,3023.15,Credit Card,Cancelled
51,52,3,2024-10-02,4,264.48,7.5,78.29,1056.86,Credit Card,Pending
497,99,57,2025-03-26,8,135.94,12.56,76.07,1027.0,Debit Card,Cancelled
133,137,72,2024-01-27,8,150.14,10.17,86.32,1165.28,Debit Card,Completed
311,12,33,2025-12-31,6,425.81,4.0,196.21,2648.88,Bank Transfer,Completed
330,116,56,2025-05-08,2,376.07,3.84,57.86,781.12,Bank Transfer,Pending
270,87,82,2024-12-10,1,442.97,15.03,30.11,406.5,PayPal,Pending
653,49,23,2024-12-28,8,427.18,16.34,228.72,3087.75,Debit Card,Completed
892,147,83,2024-08-14,6,383.66,3.63,177.47,2395.87,Cash,Pending
341,84,86,2025-12-21,9,186.91,1.86,132.07,1782.97,Cash,Cancelled
768,31,26,2025-08-24,9,106.37,18.57,62.36,841.92,Bank Transfer,Completed
653,166,78,2024-09-12,3,434.03,15.57,87.95,1187.3,Credit Card,Pending
170,141,87,2024-09-30,7,413.61,4.11,222.1,2998.38,PayPal,Completed
614,76,5,2024-12-30,10,230.04,14.42,157.49,2126.18,Bank Transfer,Pending
867,126,100,2025-09-23,8,428.21,3.32,264.96,3576.9,Credit Card,Pending
736,11,56,2024-11-25,6,329.81,10.25,142.08,1918.11,PayPal,Refunded
515,9,68,2024-03-05,3,397.45,5.31,90.32,1219.36,Credit Card,Cancelled
67,50,90,2024-12-30,2,72.06,5.86,10.85,146.53,Bank Transfer,Pending
580,133,29,2025-01-10,10,255.25,13.52,176.59,2383.99,Bank Transfer,Pending
904,21,24,2025-06-21,7,53.27,10.98,26.56,358.5,PayPal,Refunded
684,23,72,2024-09-07,9,477.15,11.22,305.0,4117.53,Debit Card,Cancelled
349,6,78,2025-11-28,9,125.73,7.36,83.86,1132.15,Credit Card,Completed
871,89,35,2025-04-17,9,422.51,11.4,269.53,3638.62,Bank Transfer,Cancelled
59,16,51,2024-08-29,9,123.33,14.24,76.15,1028.06,Cash,Completed
436,164,39,2025-09-04,1,464.87,5.12,35.29,476.35,Cash,Cancelled
276,98,96,2024-09-16,9,241.04,0.45,172.77,2332.37,Bank Transfer,Refunded
929,147,17,2025-08-14,6,301.55,12.52,126.62,1709.4,Cash,Pending
135,158,60,2025-06-06,9,91.01,1.94,64.26,867.46,PayPal,Pending
244,183,100,2024-06-10,10,457.53,5.27,346.73,4680.92,Credit Card,Completed
549,120,32,2025-02-11,9,119.68,5.59,81.35,1098.26,Bank Transfer,Completed
635,55,92,2025-09-02,10,202.17,7.44,149.7,2020.99,PayPal,Cancelled
783,179,71,2025-02-28,4,322.01,6.36,96.49,1302.61,Debit Card,Refunded
550,79,2,2024-09-03,7,19.78,10.46,9.92,133.9,PayPal,Refunded
209,74,83,2024-11-06,2,248.2,0.48,39.52,533.54,Cash,Completed
365,96,10,2024-06-12,4,142.48,17.75,37.5,506.26,PayPal,Cancelled
854,6,55,2024-10-03,9,408.02,15.82,247.3,3338.54,Credit Card,Pending
122,74,42,2024-08-12,7,293.39,17.28,135.91,1834.75,Credit Card,Cancelled
451,47,7,2024-10-23,9,472.11,17.23,281.35,3798.24,Bank Transfer,Pending
832,118,50,2024-03-04,1,232.79,0.79,18.48,249.43,Cash,Refunded
257,22,88,2025-12-01,10,413.57,12.96,287.98,3887.69,PayPal,Refunded
29,61,69,2025-02-27,10,77.75,13.2,53.99,728.86,Cash,Completed
428,46,91,2025-09-17,3,96.25,1.78,22.69,306.3,Bank Transfer,Pending
87,144,6,2025-05-29,8,41.64,0.47,26.52,358.08,Bank Transfer,Cancelled
604,111,24,2025-08-15,6,444.96,15.43,180.63,2438.44,Cash,Pending
584,96,51,2024-12-27,9,498.63,17.19,297.3,4013.54,Cash,Cancelled
372,178,24,2024-06-24,9,320.88,14.51,197.51,2666.39,Bank Transfer,Cancelled
762,151,28,2024-09-23,10,457.21,19.56,294.22,3972.02,Cash,Cancelled
314,94,1,2024-05-28,1,29.42,2.76,2.29,30.9,Credit Card,Completed
90,188,74,2024-05-27,8,210.9,17.24,111.71,1508.03,Credit Card,Completed
332,165,48,2025-12-14,4,26.47,10.38,7.59,102.48,Bank Transfer,Refunded
891,20,8,2026-02-09,10,220.4,4.18,168.95,2280.82,Debit Card,Pending
898,15,100,2025-08-18,1,340.55,15.67,22.97,310.16,Cash,Completed
361,108,25,2026-01-18,9,459.49,3.32,319.85,4317.96,Cash,Cancelled
1,51,36,2024-06-16,10,389.73,17.19,258.19,3485.54,Bank Transfer,Refunded
972,152,86,2024-10-27,5,300.73,5.23,114.0,1539.01,Credit Card,Completed
318,137,44,2025-07-16,7,403.9,18.79,183.68,2479.73,Cash,Pending
254,164,43,2024-12-06,2,411.39,3.15,63.75,860.61,Credit Card,Refunded
448,98,10,2024-10-04,3,67.28,17.48,13.32,179.88,Credit Card,Refunded
68,101,42,2024-12-20,1,219.99,9.78,15.88,214.35,PayPal,Refunded
55,114,97,2025-05-20,8,250.63,12.31,140.66,1898.88,Cash,Pending
180,194,89,2024-09-16,8,146.83,18.28,76.79,1036.71,Credit Card,Pending
242,92,13,2025-04-05,10,391.97,15.06,266.35,3595.74,Credit Card,Refunded
134,182,77,2025-01-18,7,338.04,6.59,176.83,2387.17,Cash,Pending
48,101,51,2025-03-28,7,476.4,8.7,243.57,3288.25,PayPal,Refunded
48,10,61,2025-07-14,5,170.63,2.5,66.55,898.37,Debit Card,Completed
117,25,45,2025-04-26,3,224.58,9.42,48.82,659.1,Bank Transfer,Refunded
937,91,52,2025-10-26,10,446.83,19.89,286.36,3865.92,PayPal,Refunded
321,38,12,2024-09-14,7,185.24,17.36,85.73,1157.3,Credit Card,Refunded
864,74,64,2024-12-09,3,242.39,7.72,53.68,724.72,Cash,Refunded
468,152,10,2025-01-09,3,397.5,19.88,76.43,1031.87,PayPal,Refunded
305,21,81,2024-10-03,7,264.11,3.58,142.61,1925.19,PayPal,Cancelled
877,188,95,2025-02-05,1,490.06,1.95,38.44,518.94,Cash,Completed
868,53,97,2024-01-18,10,370.94,9.1,269.75,3641.59,Debit Card,Pending
34,118,94,2024-10-19,10,314.71,14.76,214.61,2897.2,Debit Card,Pending
914,28,80,2024-03-23,6,82.46,11.57,35.0,472.52,Debit Card,Cancelled
382,142,76,2025-06-08,9,221.06,0.15,158.92,2145.48,Cash,Cancelled
263,19,30,2025-11-29,7,441.29,14.52,211.24,2851.74,Bank Transfer,Cancelled
400,106,14,2025-07-18,5,13.7,13.91,4.72,63.69,Bank Transfer,Refunded
